Partition,Grundy (g),P/N-Position (Normal),Misere Value,P/N-Position (Misere),Uptimality,Game Depth,Winning Move Count,Winning Moves (Normal)
"51 36",1,N,Winning,N,87,87,1,"[R0C50]"
"51 37",3,N,Winning,N,87,88,1,"[R0C50,R1C36]"
"51 38",1,N,Winning,N,89,89,1,"[R0C50]"
"51 39",3,N,Winning,N,89,90,1,"[R0C50,R1C38]"
"51 40",1,N,Winning,N,91,91,1,"[R0C50]"
"51 41",3,N,Winning,N,91,92,1,"[R0C50,R1C40]"
"51 42",1,N,Winning,N,93,93,1,"[R0C50]"
"51 43",3,N,Winning,N,93,94,1,"[R0C50,R1C42]"
"51 44",1,N,Winning,N,95,95,1,"[R0C50]"
"51 45",3,N,Winning,N,95,96,1,"[R0C50,R1C44]"
"51 46",1,N,Winning,N,97,97,1,"[R0C50]"
"51 47",3,N,Winning,N,97,98,1,"[R0C50,R1C46]"
"51 48",1,N,Winning,N,99,99,1,"[R0C50]"
"51 49",3,N,Winning,N,99,100,1,"[R0C50,R1C48]"
"51 50",1,N,Winning,N,101,101,1,"[R0C50]"
"51 51",0,P,Losing,P,102,102,0,"N/A (P-position)"
"52 1",2,N,Winning,N,53,53,1,"[R1C0]"
"52 2",0,P,Losing,P,54,54,0,"N/A (P-position)"
"52 3",2,N,Winning,N,55,55,1,"[R1C2]"
"52 4",0,P,Losing,P,56,56,0,"N/A (P-position)"
"52 5",2,N,Winning,N,57,57,1,"[R1C4]"
"52 6",0,P,Losing,P,58,58,0,"N/A (P-position)"
"52 7",2,N,Winning,N,59,59,1,"[R1C6]"
"52 8",0,P,Losing,P,60,60,0,"N/A (P-position)"
"52 9",2,N,Winning,N,61,61,1,"[R1C8]"
"52 10",0,P,Losing,P,62,62,0,"N/A (P-position)"
"52 11",2,N,Winning,N,63,63,1,"[R1C10]"
"52 12",0,P,Losing,P,64,64,0,"N/A (P-position)"
"52 13",2,N,Winning,N,65,65,1,"[R1C12]"
"52 14",0,P,Losing,P,66,66,0,"N/A (P-position)"
"52 15",2,N,Winning,N,67,67,1,"[R1C14]"
"52 16",0,P,Losing,P,68,68,0,"N/A (P-position)"
"52 17",2,N,Winning,N,69,69,1,"[R1C16]"
"52 18",0,P,Losing,P,70,70,0,"N/A (P-position)"
"52 19",2,N,Winning,N,71,71,1,"[R1C18]"
"52 20",0,P,Losing,P,72,72,0,"N/A (P-position)"
"52 21",2,N,Winning,N,73,73,1,"[R1C20]"
"52 22",0,P,Losing,P,74,74,0,"N/A (P-position)"
"52 23",2,N,Winning,N,75,75,1,"[R1C22]"
"52 24",0,P,Losing,P,76,76,0,"N/A (P-position)"
"52 25",2,N,Winning,N,77,77,1,"[R1C24]"
"52 26",0,P,Losing,P,78,78,0,"N/A (P-position)"
"52 27",2,N,Winning,N,79,79,1,"[R1C26]"
"52 28",0,P,Losing,P,80,80,0,"N/A (P-position)"
"52 29",2,N,Winning,N,81,81,1,"[R1C28]"
"52 30",0,P,Losing,P,82,82,0,"N/A (P-position)"
"52 31",2,N,Winning,N,83,83,1,"[R1C30]"
"52 32",0,P,Losing,P,84,84,0,"N/A (P-position)"
"52 33",2,N,Winning,N,85,85,1,"[R1C32]"
"52 34",0,P,Losing,P,86,86,0,"N/A (P-position)"
"52 35",2,N,Winning,N,87,87,1,"[R1C34]"
"52 36",0,P,Losing,P,88,88,0,"N/A (P-position)"
"52 37",2,N,Winning,N,89,89,1,"[R1C36]"
"52 38",0,P,Losing,P,90,90,0,"N/A (P-position)"
"52 39",2,N,Winning,N,91,91,1,"[R1C38]"
"52 40",0,P,Losing,P,92,92,0,"N/A (P-position)"
"52 41",2,N,Winning,N,93,93,1,"[R1C40]"
"52 42",0,P,Losing,P,94,94,0,"N/A (P-position)"
"52 43",2,N,Winning,N,95,95,1,"[R1C42]"
"52 44",0,P,Losing,P,96,96,0,"N/A (P-position)"
"52 45",2,N,Winning,N,97,97,1,"[R1C44]"
"52 46",0,P,Losing,P,98,98,0,"N/A (P-position)"
"52 47",2,N,Winning,N,99,99,1,"[R1C46]"
"52 48",0,P,Losing,P,100,100,0,"N/A (P-position)"
"52 49",2,N,Winning,N,101,101,1,"[R1C48]"
"52 50",0,P,Losing,P,102,102,0,"N/A (P-position)"
"52 51",2,N,Winning,N,103,103,2,"[R0C51] / [R1C50]"
"52 52",0,P,Losing,P,104,104,0,"N/A (P-position)"
"53 1",3,N,Winning,N,53,54,1,"[R0C52,R1C0]"
"53 2",1,N,Winning,N,55,55,1,"[R0C52]"
"53 3",3,N,Winning,N,55,56,1,"[R0C52,R1C2]"
"53 4",1,N,Winning,N,57,57,1,"[R0C52]"
"53 5",3,N,Winning,N,57,58,1,"[R0C52,R1C4]"
"53 6",1,N,Winning,N,59,59,1,"[R0C52]"
"53 7",3,N,Winning,N,59,60,1,"[R0C52,R1C6]"
"53 8",1,N,Winning,N,61,61,1,"[R0C52]"
"53 9",3,N,Winning,N,61,62,1,"[R0C52,R1C8]"
"53 10",1,N,Winning,N,63,63,1,"[R0C52]"
"53 11",3,N,Winning,N,63,64,1,"[R0C52,R1C10]"
"53 12",1,N,Winning,N,65,65,1,"[R0C52]"
"53 13",3,N,Winning,N,65,66,1,"[R0C52,R1C12]"
"53 14",1,N,Winning,N,67,67,1,"[R0C52]"
"53 15",3,N,Winning,N,67,68,1,"[R0C52,R1C14]"
"53 16",1,N,Winning,N,69,69,1,"[R0C52]"
"53 17",3,N,Winning,N,69,70,1,"[R0C52,R1C16]"
"53 18",1,N,Winning,N,71,71,1,"[R0C52]"
"53 19",3,N,Winning,N,71,72,1,"[R0C52,R1C18]"
"53 20",1,N,Winning,N,73,73,1,"[R0C52]"
"53 21",3,N,Winning,N,73,74,1,"[R0C52,R1C20]"
"53 22",1,N,Winning,N,75,75,1,"[R0C52]"
"53 23",3,N,Winning,N,75,76,1,"[R0C52,R1C22]"
"53 24",1,N,Winning,N,77,77,1,"[R0C52]"
"53 25",3,N,Winning,N,77,78,1,"[R0C52,R1C24]"
"53 26",1,N,Winning,N,79,79,1,"[R0C52]"
"53 27",3,N,Winning,N,79,80,1,"[R0C52,R1C26]"
"53 28",1,N,Winning,N,81,81,1,"[R0C52]"
"53 29",3,N,Winning,N,81,82,1,"[R0C52,R1C28]"
"53 30",1,N,Winning,N,83,83,1,"[R0C52]"
"53 31",3,N,Winning,N,83,84,1,"[R0C52,R1C30]"
"53 32",1,N,Winning,N,85,85,1,"[R0C52]"
"53 33",3,N,Winning,N,85,86,1,"[R0C52,R1C32]"
"53 34",1,N,Winning,N,87,87,1,"[R0C52]"
"53 35",3,N,Winning,N,87,88,1,"[R0C52,R1C34]"
"53 36",1,N,Winning,N,89,89,1,"[R0C52]"
"53 37",3,N,Winning,N,89,90,1,"[R0C52,R1C36]"
"53 38",1,N,Winning,N,91,91,1,"[R0C52]"
"53 39",3,N,Winning,N,91,92,1,"[R0C52,R1C38]"
"53 40",1,N,Winning,N,93,93,1,"[R0C52]"
"53 41",3,N,Winning,N,93,94,1,"[R0C52,R1C40]"
"53 42",1,N,Winning,N,95,95,1,"[R0C52]"
"53 43",3,N,Winning,N,95,96,1,"[R0C52,R1C42]"
"53 44",1,N,Winning,N,97,97,1,"[R0C52]"
"53 45",3,N,Winning,N,97,98,1,"[R0C52,R1C44]"
"53 46",1,N,Winning,N,99,99,1,"[R0C52]"
"53 47",3,N,Winning,N,99,100,1,"[R0C52,R1C46]"
"53 48",1,N,Winning,N,101,101,1,"[R0C52]"
"53 49",3,N,Winning,N,101,102,1,"[R0C52,R1C48]"
"53 50",1,N,Winning,N,103,103,1,"[R0C52]"
"53 51",3,N,Winning,N,103,104,1,"[R0C52,R1C50]"
"53 52",1,N,Winning,N,105,105,1,"[R0C52]"
"53 53",0,P,Losing,P,106,106,0,"N/A (P-position)"
"54 1",2,N,Winning,N,55,55,1,"[R1C0]"
"54 2",0,P,Losing,P,56,56,0,"N/A (P-position)"
"54 3",2,N,Winning,N,57,57,1,"[R1C2]"
"54 4",0,P,Losing,P,58,58,0,"N/A (P-position)"
"54 5",2,N,Winning,N,59,59,1,"[R1C4]"
"54 6",0,P,Losing,P,60,60,0,"N/A (P-position)"
"54 7",2,N,Winning,N,61,61,1,"[R1C6]"
"54 8",0,P,Losing,P,62,62,0,"N/A (P-position)"
"54 9",2,N,Winning,N,63,63,1,"[R1C8]"
"54 10",0,P,Losing,P,64,64,0,"N/A (P-position)"
"54 11",2,N,Winning,N,65,65,1,"[R1C10]"
"54 12",0,P,Losing,P,66,66,0,"N/A (P-position)"
"54 13",2,N,Winning,N,67,67,1,"[R1C12]"
"54 14",0,P,Losing,P,68,68,0,"N/A (P-position)"
"54 15",2,N,Winning,N,69,69,1,"[R1C14]"
"54 16",0,P,Losing,P,70,70,0,"N/A (P-position)"
"54 17",2,N,Winning,N,71,71,1,"[R1C16]"
"54 18",0,P,Losing,P,72,72,0,"N/A (P-position)"
"54 19",2,N,Winning,N,73,73,1,"[R1C18]"
"54 20",0,P,Losing,P,74,74,0,"N/A (P-position)"
"54 21",2,N,Winning,N,75,75,1,"[R1C20]"
"54 22",0,P,Losing,P,76,76,0,"N/A (P-position)"
"54 23",2,N,Winning,N,77,77,1,"[R1C22]"
"54 24",0,P,Losing,P,78,78,0,"N/A (P-position)"
"54 25",2,N,Winning,N,79,79,1,"[R1C24]"
"54 26",0,P,Losing,P,80,80,0,"N/A (P-position)"
"54 27",2,N,Winning,N,81,81,1,"[R1C26]"
"54 28",0,P,Losing,P,82,82,0,"N/A (P-position)"
"54 29",2,N,Winning,N,83,83,1,"[R1C28]"
"54 30",0,P,Losing,P,84,84,0,"N/A (P-position)"
"54 31",2,N,Winning,N,85,85,1,"[R1C30]"
"54 32",0,P,Losing,P,86,86,0,"N/A (P-position)"
"54 33",2,N,Winning,N,87,87,1,"[R1C32]"
"54 34",0,P,Losing,P,88,88,0,"N/A (P-position)"
"54 35",2,N,Winning,N,89,89,1,"[R1C34]"
"54 36",0,P,Losing,P,90,90,0,"N/A (P-position)"
"54 37",2,N,Winning,N,91,91,1,"[R1C36]"
"54 38",0,P,Losing,P,92,92,0,"N/A (P-position)"
"54 39",2,N,Winning,N,93,93,1,"[R1C38]"
"54 40",0,P,Losing,P,94,94,0,"N/A (P-position)"
"54 41",2,N,Winning,N,95,95,1,"[R1C40]"
"54 42",0,P,Losing,P,96,96,0,"N/A (P-position)"
"54 43",2,N,Winning,N,97,97,1,"[R1C42]"
"54 44",0,P,Losing,P,98,98,0,"N/A (P-position)"
"54 45",2,N,Winning,N,99,99,1,"[R1C44]"
"54 46",0,P,Losing,P,100,100,0,"N/A (P-position)"
"54 47",2,N,Winning,N,101,101,1,"[R1C46]"
"54 48",0,P,Losing,P,102,102,0,"N/A (P-position)"
"54 49",2,N,Winning,N,103,103,1,"[R1C48]"
"54 50",0,P,Losing,P,104,104,0,"N/A (P-position)"
"54 51",2,N,Winning,N,105,105,1,"[R1C50]"
"54 52",0,P,Losing,P,106,106,0,"N/A (P-position)"
"54 53",2,N,Winning,N,107,107,2,"[R0C53] / [R1C52]"
"54 54",0,P,Losing,P,108,108,0,"N/A (P-position)"
"55 1",3,N,Winning,N,55,56,1,"[R0C54,R1C0]"
"55 2",1,N,Winning,N,57,57,1,"[R0C54]"
"55 3",3,N,Winning,N,57,58,1,"[R0C54,R1C2]"
"55 4",1,N,Winning,N,59,59,1,"[R0C54]"
"55 5",3,N,Winning,N,59,60,1,"[R0C54,R1C4]"
"55 6",1,N,Winning,N,61,61,1,"[R0C54]"
"55 7",3,N,Winning,N,61,62,1,"[R0C54,R1C6]"
"55 8",1,N,Winning,N,63,63,1,"[R0C54]"
"55 9",3,N,Winning,N,63,64,1,"[R0C54,R1C8]"
"55 10",1,N,Winning,N,65,65,1,"[R0C54]"
"55 11",3,N,Winning,N,65,66,1,"[R0C54,R1C10]"
"55 12",1,N,Winning,N,67,67,1,"[R0C54]"
"55 13",3,N,Winning,N,67,68,1,"[R0C54,R1C12]"
"55 14",1,N,Winning,N,69,69,1,"[R0C54]"
"55 15",3,N,Winning,N,69,70,1,"[R0C54,R1C14]"
"55 16",1,N,Winning,N,71,71,1,"[R0C54]"
"55 17",3,N,Winning,N,71,72,1,"[R0C54,R1C16]"
"55 18",1,N,Winning,N,73,73,1,"[R0C54]"
"55 19",3,N,Winning,N,73,74,1,"[R0C54,R1C18]"
"55 20",1,N,Winning,N,75,75,1,"[R0C54]"
"55 21",3,N,Winning,N,75,76,1,"[R0C54,R1C20]"
"55 22",1,N,Winning,N,77,77,1,"[R0C54]"
"55 23",3,N,Winning,N,77,78,1,"[R0C54,R1C22]"
"55 24",1,N,Winning,N,79,79,1,"[R0C54]"
"55 25",3,N,Winning,N,79,80,1,"[R0C54,R1C24]"
"55 26",1,N,Winning,N,81,81,1,"[R0C54]"
"55 27",3,N,Winning,N,81,82,1,"[R0C54,R1C26]"
"55 28",1,N,Winning,N,83,83,1,"[R0C54]"
"55 29",3,N,Winning,N,83,84,1,"[R0C54,R1C28]"
"55 30",1,N,Winning,N,85,85,1,"[R0C54]"
"55 31",3,N,Winning,N,85,86,1,"[R0C54,R1C30]"
"55 32",1,N,Winning,N,87,87,1,"[R0C54]"
"55 33",3,N,Winning,N,87,88,1,"[R0C54,R1C32]"
"55 34",1,N,Winning,N,89,89,1,"[R0C54]"
"55 35",3,N,Winning,N,89,90,1,"[R0C54,R1C34]"
"55 36",1,N,Winning,N,91,91,1,"[R0C54]"
"55 37",3,N,Winning,N,91,92,1,"[R0C54,R1C36]"
"55 38",1,N,Winning,N,93,93,1,"[R0C54]"
"55 39",3,N,Winning,N,93,94,1,"[R0C54,R1C38]"
"55 40",1,N,Winning,N,95,95,1,"[R0C54]"
"55 41",3,N,Winning,N,95,96,1,"[R0C54,R1C40]"
"55 42",1,N,Winning,N,97,97,1,"[R0C54]"
"55 43",3,N,Winning,N,97,98,1,"[R0C54,R1C42]"
"55 44",1,N,Winning,N,99,99,1,"[R0C54]"
"55 45",3,N,Winning,N,99,100,1,"[R0C54,R1C44]"
"55 46",1,N,Winning,N,101,101,1,"[R0C54]"
"55 47",3,N,Winning,N,101,102,1,"[R0C54,R1C46]"
"55 48",1,N,Winning,N,103,103,1,"[R0C54]"
"55 49",3,N,Winning,N,103,104,1,"[R0C54,R1C48]"
"55 50",1,N,Winning,N,105,105,1,"[R0C54]"
"55 51",3,N,Winning,N,105,106,1,"[R0C54,R1C50]"
"55 52",1,N,Winning,N,107,107,1,"[R0C54]"
"55 53",3,N,Winning,N,107,108,1,"[R0C54,R1C52]"
"55 54",1,N,Winning,N,109,109,1,"[R0C54]"
"55 55",0,P,Losing,P,110,110,0,"N/A (P-position)"
"56 1",2,N,Winning,N,57,57,1,"[R1C0]"
"56 2",0,P,Losing,P,58,58,0,"N/A (P-position)"
"56 3",2,N,Winning,N,59,59,1,"[R1C2]"
"56 4",0,P,Losing,P,60,60,0,"N/A (P-position)"
"56 5",2,N,Winning,N,61,61,1,"[R1C4]"
"56 6",0,P,Losing,P,62,62,0,"N/A (P-position)"
"56 7",2,N,Winning,N,63,63,1,"[R1C6]"
"56 8",0,P,Losing,P,64,64,0,"N/A (P-position)"
"56 9",2,N,Winning,N,65,65,1,"[R1C8]"
"56 10",0,P,Losing,P,66,66,0,"N/A (P-position)"
"56 11",2,N,Winning,N,67,67,1,"[R1C10]"
"56 12",0,P,Losing,P,68,68,0,"N/A (P-position)"
"56 13",2,N,Winning,N,69,69,1,"[R1C12]"
"56 14",0,P,Losing,P,70,70,0,"N/A (P-position)"
"56 15",2,N,Winning,N,71,71,1,"[R1C14]"
"56 16",0,P,Losing,P,72,72,0,"N/A (P-position)"
"56 17",2,N,Winning,N,73,73,1,"[R1C16]"
"56 18",0,P,Losing,P,74,74,0,"N/A (P-position)"
"56 19",2,N,Winning,N,75,75,1,"[R1C18]"
"56 20",0,P,Losing,P,76,76,0,"N/A (P-position)"
"56 21",2,N,Winning,N,77,77,1,"[R1C20]"
"56 22",0,P,Losing,P,78,78,0,"N/A (P-position)"
"56 23",2,N,Winning,N,79,79,1,"[R1C22]"
"56 24",0,P,Losing,P,80,80,0,"N/A (P-position)"
"56 25",2,N,Winning,N,81,81,1,"[R1C24]"
"56 26",0,P,Losing,P,82,82,0,"N/A (P-position)"
"56 27",2,N,Winning,N,83,83,1,"[R1C26]"
"56 28",0,P,Losing,P,84,84,0,"N/A (P-position)"
"56 29",2,N,Winning,N,85,85,1,"[R1C28]"
"56 30",0,P,Losing,P,86,86,0,"N/A (P-position)"
"56 31",2,N,Winning,N,87,87,1,"[R1C30]"
"56 32",0,P,Losing,P,88,88,0,"N/A (P-position)"
"56 33",2,N,Winning,N,89,89,1,"[R1C32]"
"56 34",0,P,Losing,P,90,90,0,"N/A (P-position)"
"56 35",2,N,Winning,N,91,91,1,"[R1C34]"
"56 36",0,P,Losing,P,92,92,0,"N/A (P-position)"
"56 37",2,N,Winning,N,93,93,1,"[R1C36]"
"56 38",0,P,Losing,P,94,94,0,"N/A (P-position)"
"56 39",2,N,Winning,N,95,95,1,"[R1C38]"
"56 40",0,P,Losing,P,96,96,0,"N/A (P-position)"
"56 41",2,N,Winning,N,97,97,1,"[R1C40]"
"56 42",0,P,Losing,P,98,98,0,"N/A (P-position)"
"56 43",2,N,Winning,N,99,99,1,"[R1C42]"
"56 44",0,P,Losing,P,100,100,0,"N/A (P-position)"
"56 45",2,N,Winning,N,101,101,1,"[R1C44]"
"56 46",0,P,Losing,P,102,102,0,"N/A (P-position)"
"56 47",2,N,Winning,N,103,103,1,"[R1C46]"
"56 48",0,P,Losing,P,104,104,0,"N/A (P-position)"
"56 49",2,N,Winning,N,105,105,1,"[R1C48]"
"56 50",0,P,Losing,P,106,106,0,"N/A (P-position)"
"56 51",2,N,Winning,N,107,107,1,"[R1C50]"
"56 52",0,P,Losing,P,108,108,0,"N/A (P-position)"
"56 53",2,N,Winning,N,109,109,1,"[R1C52]"
"56 54",0,P,Losing,P,110,110,0,"N/A (P-position)"
"56 55",2,N,Winning,N,111,111,2,"[R0C55] / [R1C54]"
"56 56",0,P,Losing,P,112,112,0,"N/A (P-position)"
"57 1",3,N,Winning,N,57,58,1,"[R0C56,R1C0]"
"57 2",1,N,Winning,N,59,59,1,"[R0C56]"
"57 3",3,N,Winning,N,59,60,1,"[R0C56,R1C2]"
"57 4",1,N,Winning,N,61,61,1,"[R0C56]"
"57 5",3,N,Winning,N,61,62,1,"[R0C56,R1C4]"
"57 6",1,N,Winning,N,63,63,1,"[R0C56]"
"57 7",3,N,Winning,N,63,64,1,"[R0C56,R1C6]"
"57 8",1,N,Winning,N,65,65,1,"[R0C56]"
"57 9",3,N,Winning,N,65,66,1,"[R0C56,R1C8]"
"57 10",1,N,Winning,N,67,67,1,"[R0C56]"
"57 11",3,N,Winning,N,67,68,1,"[R0C56,R1C10]"
"57 12",1,N,Winning,N,69,69,1,"[R0C56]"
"57 13",3,N,Winning,N,69,70,1,"[R0C56,R1C12]"
"57 14",1,N,Winning,N,71,71,1,"[R0C56]"
"57 15",3,N,Winning,N,71,72,1,"[R0C56,R1C14]"
"57 16",1,N,Winning,N,73,73,1,"[R0C56]"
"57 17",3,N,Winning,N,73,74,1,"[R0C56,R1C16]"
"57 18",1,N,Winning,N,75,75,1,"[R0C56]"
"57 19",3,N,Winning,N,75,76,1,"[R0C56,R1C18]"
"57 20",1,N,Winning,N,77,77,1,"[R0C56]"
"57 21",3,N,Winning,N,77,78,1,"[R0C56,R1C20]"
"57 22",1,N,Winning,N,79,79,1,"[R0C56]"
"57 23",3,N,Winning,N,79,80,1,"[R0C56,R1C22]"
"57 24",1,N,Winning,N,81,81,1,"[R0C56]"
"57 25",3,N,Winning,N,81,82,1,"[R0C56,R1C24]"
"57 26",1,N,Winning,N,83,83,1,"[R0C56]"
"57 27",3,N,Winning,N,83,84,1,"[R0C56,R1C26]"
"57 28",1,N,Winning,N,85,85,1,"[R0C56]"
"57 29",3,N,Winning,N,85,86,1,"[R0C56,R1C28]"
"57 30",1,N,Winning,N,87,87,1,"[R0C56]"
"57 31",3,N,Winning,N,87,88,1,"[R0C56,R1C30]"
"57 32",1,N,Winning,N,89,89,1,"[R0C56]"
"57 33",3,N,Winning,N,89,90,1,"[R0C56,R1C32]"
"57 34",1,N,Winning,N,91,91,1,"[R0C56]"
"57 35",3,N,Winning,N,91,92,1,"[R0C56,R1C34]"
"57 36",1,N,Winning,N,93,93,1,"[R0C56]"
"57 37",3,N,Winning,N,93,94,1,"[R0C56,R1C36]"
"57 38",1,N,Winning,N,95,95,1,"[R0C56]"
"57 39",3,N,Winning,N,95,96,1,"[R0C56,R1C38]"
"57 40",1,N,Winning,N,97,97,1,"[R0C56]"
"57 41",3,N,Winning,N,97,98,1,"[R0C56,R1C40]"
"57 42",1,N,Winning,N,99,99,1,"[R0C56]"
"57 43",3,N,Winning,N,99,100,1,"[R0C56,R1C42]"
"57 44",1,N,Winning,N,101,101,1,"[R0C56]"
"57 45",3,N,Winning,N,101,102,1,"[R0C56,R1C44]"
"57 46",1,N,Winning,N,103,103,1,"[R0C56]"
"57 47",3,N,Winning,N,103,104,1,"[R0C56,R1C46]"
"57 48",1,N,Winning,N,105,105,1,"[R0C56]"
"57 49",3,N,Winning,N,105,106,1,"[R0C56,R1C48]"
"57 50",1,N,Winning,N,107,107,1,"[R0C56]"
"57 51",3,N,Winning,N,107,108,1,"[R0C56,R1C50]"
"57 52",1,N,Winning,N,109,109,1,"[R0C56]"
"57 53",3,N,Winning,N,109,110,1,"[R0C56,R1C52]"
"57 54",1,N,Winning,N,111,111,1,"[R0C56]"
"57 55",3,N,Winning,N,111,112,1,"[R0C56,R1C54]"
"57 56",1,N,Winning,N,113,113,1,"[R0C56]"
"57 57",0,P,Losing,P,114,114,0,"N/A (P-position)"
"58 1",2,N,Winning,N,59,59,1,"[R1C0]"
"58 2",0,P,Losing,P,60,60,0,"N/A (P-position)"
"58 3",2,N,Winning,N,61,61,1,"[R1C2]"
"58 4",0,P,Losing,P,62,62,0,"N/A (P-position)"
"58 5",2,N,Winning,N,63,63,1,"[R1C4]"
"58 6",0,P,Losing,P,64,64,0,"N/A (P-position)"
"58 7",2,N,Winning,N,65,65,1,"[R1C6]"
"58 8",0,P,Losing,P,66,66,0,"N/A (P-position)"
"58 9",2,N,Winning,N,67,67,1,"[R1C8]"
"58 10",0,P,Losing,P,68,68,0,"N/A (P-position)"
"58 11",2,N,Winning,N,69,69,1,"[R1C10]"
"58 12",0,P,Losing,P,70,70,0,"N/A (P-position)"
"58 13",2,N,Winning,N,71,71,1,"[R1C12]"
"58 14",0,P,Losing,P,72,72,0,"N/A (P-position)"
"58 15",2,N,Winning,N,73,73,1,"[R1C14]"
"58 16",0,P,Losing,P,74,74,0,"N/A (P-position)"
"58 17",2,N,Winning,N,75,75,1,"[R1C16]"
"58 18",0,P,Losing,P,76,76,0,"N/A (P-position)"
"58 19",2,N,Winning,N,77,77,1,"[R1C18]"
"58 20",0,P,Losing,P,78,78,0,"N/A (P-position)"
"58 21",2,N,Winning,N,79,79,1,"[R1C20]"
"58 22",0,P,Losing,P,80,80,0,"N/A (P-position)"
"58 23",2,N,Winning,N,81,81,1,"[R1C22]"
"58 24",0,P,Losing,P,82,82,0,"N/A (P-position)"
"58 25",2,N,Winning,N,83,83,1,"[R1C24]"
"58 26",0,P,Losing,P,84,84,0,"N/A (P-position)"
"58 27",2,N,Winning,N,85,85,1,"[R1C26]"
"58 28",0,P,Losing,P,86,86,0,"N/A (P-position)"
"58 29",2,N,Winning,N,87,87,1,"[R1C28]"
"58 30",0,P,Losing,P,88,88,0,"N/A (P-position)"
"58 31",2,N,Winning,N,89,89,1,"[R1C30]"
"58 32",0,P,Losing,P,90,90,0,"N/A (P-position)"
"58 33",2,N,Winning,N,91,91,1,"[R1C32]"
"58 34",0,P,Losing,P,92,92,0,"N/A (P-position)"
"58 35",2,N,Winning,N,93,93,1,"[R1C34]"
"58 36",0,P,Losing,P,94,94,0,"N/A (P-position)"
"58 37",2,N,Winning,N,95,95,1,"[R1C36]"
"58 38",0,P,Losing,P,96,96,0,"N/A (P-position)"
"58 39",2,N,Winning,N,97,97,1,"[R1C38]"
"58 40",0,P,Losing,P,98,98,0,"N/A (P-position)"
"58 41",2,N,Winning,N,99,99,1,"[R1C40]"
"58 42",0,P,Losing,P,100,100,0,"N/A (P-position)"
"58 43",2,N,Winning,N,101,101,1,"[R1C42]"
"58 44",0,P,Losing,P,102,102,0,"N/A (P-position)"
"58 45",2,N,Winning,N,103,103,1,"[R1C44]"
"58 46",0,P,Losing,P,104,104,0,"N/A (P-position)"
"58 47",2,N,Winning,N,105,105,1,"[R1C46]"
"58 48",0,P,Losing,P,106,106,0,"N/A (P-position)"
"58 49",2,N,Winning,N,107,107,1,"[R1C48]"
"58 50",0,P,Losing,P,108,108,0,"N/A (P-position)"
"58 51",2,N,Winning,N,109,109,1,"[R1C50]"
"58 52",0,P,Losing,P,110,110,0,"N/A (P-position)"
"58 53",2,N,Winning,N,111,111,1,"[R1C52]"
"58 54",0,P,Losing,P,112,112,0,"N/A (P-position)"
"58 55",2,N,Winning,N,113,113,1,"[R1C54]"
"58 56",0,P,Losing,P,114,114,0,"N/A (P-position)"
"58 57",2,N,Winning,N,115,115,2,"[R0C57] / [R1C56]"
"58 58",0,P,Losing,P,116,116,0,"N/A (P-position)"
"59 1",3,N,Winning,N,59,60,1,"[R0C58,R1C0]"
"59 2",1,N,Winning,N,61,61,1,"[R0C58]"
"59 3",3,N,Winning,N,61,62,1,"[R0C58,R1C2]"
"59 4",1,N,Winning,N,63,63,1,"[R0C58]"
"59 5",3,N,Winning,N,63,64,1,"[R0C58,R1C4]"
"59 6",1,N,Winning,N,65,65,1,"[R0C58]"
"59 7",3,N,Winning,N,65,66,1,"[R0C58,R1C6]"
"59 8",1,N,Winning,N,67,67,1,"[R0C58]"
"59 9",3,N,Winning,N,67,68,1,"[R0C58,R1C8]"
"59 10",1,N,Winning,N,69,69,1,"[R0C58]"
"59 11",3,N,Winning,N,69,70,1,"[R0C58,R1C10]"
"59 12",1,N,Winning,N,71,71,1,"[R0C58]"
"59 13",3,N,Winning,N,71,72,1,"[R0C58,R1C12]"
"59 14",1,N,Winning,N,73,73,1,"[R0C58]"
"59 15",3,N,Winning,N,73,74,1,"[R0C58,R1C14]"
"59 16",1,N,Winning,N,75,75,1,"[R0C58]"
"59 17",3,N,Winning,N,75,76,1,"[R0C58,R1C16]"
"59 18",1,N,Winning,N,77,77,1,"[R0C58]"
"59 19",3,N,Winning,N,77,78,1,"[R0C58,R1C18]"
"59 20",1,N,Winning,N,79,79,1,"[R0C58]"
"59 21",3,N,Winning,N,79,80,1,"[R0C58,R1C20]"
"59 22",1,N,Winning,N,81,81,1,"[R0C58]"
"59 23",3,N,Winning,N,81,82,1,"[R0C58,R1C22]"
"59 24",1,N,Winning,N,83,83,1,"[R0C58]"
"59 25",3,N,Winning,N,83,84,1,"[R0C58,R1C24]"
"59 26",1,N,Winning,N,85,85,1,"[R0C58]"
"59 27",3,N,Winning,N,85,86,1,"[R0C58,R1C26]"
"59 28",1,N,Winning,N,87,87,1,"[R0C58]"
"59 29",3,N,Winning,N,87,88,1,"[R0C58,R1C28]"
"59 30",1,N,Winning,N,89,89,1,"[R0C58]"
"59 31",3,N,Winning,N,89,90,1,"[R0C58,R1C30]"
"59 32",1,N,Winning,N,91,91,1,"[R0C58]"
"59 33",3,N,Winning,N,91,92,1,"[R0C58,R1C32]"
"59 34",1,N,Winning,N,93,93,1,"[R0C58]"
"59 35",3,N,Winning,N,93,94,1,"[R0C58,R1C34]"
"59 36",1,N,Winning,N,95,95,1,"[R0C58]"
